 time, distance, heartrate, cadence, velocity_smooth, altitude, grade_smooth
 4853,   8890.2,       183,     118,           1.676,    734.9,         18.7
 4854,     8892,       183,     118,           1.318,    735.6,         14.8
 4855,   8894.1,       183,     118,           1.724,    735.7,           12
 4856,   8895.6,       183,     118,           1.682,    735.8,          9.1
 4857,   8897.4,       184,     118,           1.772,    735.8,          3.9
 4858,   8898.4,       184,     116,           1.648,    735.9,          2.9
 4859,   8900.2,       184,     112,           1.622,    735.9,          0.8
 4860,   8902.3,       184,     112,           1.652,      736,         -0.8
 4861,   8904.4,       183,     112,            1.76,      736,         -0.9
 4862,   8907.4,       184,     154,           2.008,    735.9,         -4.2
 4863,     8911,       184,     154,           2.512,    735.8,         -5.8
 4864,   8914.3,       183,     158,           2.836,    735.5,         -7.7
 4865,   8918.1,       183,     158,           3.156,    735.2,        -10.4
 4866,   8921.6,       184,     160,           3.442,    734.8,        -11.3
 4867,   8926.3,       184,     160,           3.778,    734.2,        -13.1
 4868,   8931.1,       185,     160,           4.024,    733.6,        -13.4
 4869,   8935.7,       185,     168,            4.28,    732.9,        -14.1
 4870,   8939.5,       186,     168,           4.274,    732.4,        -14.8
 4871,   8943.3,       187,     172,           4.342,    731.8,        -14.7
 4872,     8948,       188,     172,            4.34,    731.1,          -15
 4873,     8952,       189,     172,           4.184,    730.5,        -14.8
 4874,   8956.1,       190,     168,            4.08,    729.9,        -15.1
 4875,   8960.3,       192,     168,           4.156,    729.3,        -14.9
 4876,   8963.9,       194,     170,           4.112,    728.7,        -15.4
 4877,   8967.5,       197,     170,             3.9,    728.2,        -15.6
 4878,   8971.1,       199,     170,           3.808,    727.6,        -14.8
 4879,     8975,       200,     170,           3.776,      727,        -15.6
 4880,   8979.4,       201,     170,            3.83,    726.4,          -15
 4881,   8983.5,       202,     170,           3.922,    725.7,        -15.2
 4882,     8987,       202,     170,           3.904,    725.2,        -16.3
 4883,   8990.8,       201,     170,           3.942,    724.6,        -15.9
 4884,   8994.7,       202,     170,           3.942,    723.9,        -16.4
 4885,     8998,       201,     168,           3.708,    723.4,        -16.9
 4886,     9001,       201,     168,           3.506,    722.9,        -16.9
 4887,     9005,       202,     168,           3.588,    722.2,        -17.3
 4888,   9008.9,       200,     168,           3.632,    721.5,        -17.4
 4889,   9012.4,       198,     168,           3.528,    720.9,        -17.4
 4890,   9015.4,       199,     166,           3.488,    720.4,          -17
 4891,   9018.7,       197,     166,           3.538,    719.8,        -16.8
 4892,   9021.9,       194,     166,           3.384,    719.3,        -17.5
 4893,   9024.9,       188,     166,           3.188,    718.8,        -17.9
 4894,     9028,       186,     166,           3.124,    718.2,        -18.5
 4895,   9030.5,       185,     166,            3.02,    717.7,        -19.2
 4896,   9033.2,       185,     168,           2.902,    717.2,        -19.2
 4897,   9036.3,       185,     168,           2.888,    716.6,        -18.8
 4898,   9039.9,       185,     168,           3.012,    715.9,        -19.1
 4899,   9043.8,       185,     168,           3.164,    715.2,        -19.3
 4900,   9047.9,       185,     168,           3.486,    714.4,        -19.3
 4901,   9051.9,       184,     168,            3.73,    713.6,        -20.2
 4902,   9055.5,       184,     168,           3.828,    712.9,          -20
 4903,   9058.6,       184,     168,           3.742,    712.2,        -20.8
 4904,   9061.9,       184,     168,           3.626,    711.6,        -21.7
 4905,   9064.9,       184,     168,           3.388,    710.9,          -22
 4906,   9067.9,       184,     168,           3.206,    710.2,          -23
 4907,   9070.4,       183,     168,           2.996,    709.6,        -23.2
 4908,   9073.3,       183,     168,           2.922,      709,        -23.5
 4909,   9076.1,       183,     168,           2.828,    708.3,        -23.5
 4910,     9079,       182,     168,           2.826,    707.6,        -23.9
 4911,   9081.9,       182,     168,           2.798,    706.9,        -24.1
 4912,     9085,       182,     168,           2.908,    706.2,        -23.7
 4913,   9088.5,       182,     168,           3.054,    705.3,        -24.1
 4914,   9091.7,       182,     168,           3.116,    704.6,        -24.3
 4915,   9094.4,       183,     168,           3.076,    703.9,          -24
 4916,   9097.8,       183,     168,            3.17,    703.1,        -23.5
 4917,   9101.4,       183,     168,           3.288,    702.2,        -22.6
 4918,   9105.3,       183,     168,           3.348,    701.4,        -22.2
 4919,     9109,       183,     168,           3.462,    700.6,          -21
 4920,   9113.1,       183,     168,           3.744,    699.7,        -20.9
 4921,   9117.1,       183,     168,           3.872,    698.9,        -20.4
 4922,   9121.5,       183,     168,           4.022,      698,          -19
 4923,   9125.1,       183,     168,           3.974,    697.3,        -19.1
 4924,   9128.4,       183,     168,           3.882,    696.8,        -17.9
 4925,   9131.8,       183,     168,           3.742,    696.1,        -17.3
 4926,   9135.5,       183,     168,           3.668,    695.5,        -17.7
 4927,   9139.6,       183,     170,           3.616,    694.8,        -16.7
 4928,   9143.1,       183,     170,           3.588,    694.2,        -16.6
 4929,   9146.8,       183,     170,           3.688,    693.6,        -16.1
 4930,   9150.5,       183,     170,           3.742,      693,        -14.9
 4931,   9153.9,       183,     170,           3.688,    692.5,        -14.5
 4932,   9157.8,       183,     170,            3.64,      692,        -13.9
 4933,     9162,       183,     170,           3.786,    691.4,        -13.1
 4934,   9165.6,       183,     168,           3.766,    690.9,        -13.4
 4935,   9169.2,       183,     168,            3.73,    690.5,        -13.1
 4936,   9173.5,       183,     168,           3.922,    689.9,        -13.1
 4937,   9177.3,       184,     168,            3.89,    689.4,        -14.1
 4938,   9180.9,       183,     174,           3.788,    688.9,        -14.5
 4939,   9184.8,       183,     174,           3.822,    688.3,        -14.7
 4940,     9188,       182,     170,           3.772,    687.8,        -14.9
 4941,   9191.6,       182,     170,            3.61,    687.3,        -14.7
 4942,   9194.3,       181,     170,           3.416,    686.9,        -15.2
 4943,   9197.6,       181,     170,            3.34,    686.4,        -15.4
 4944,   9201.8,       181,     174,           3.416,    685.7,        -15.9
 4945,   9204.5,       181,     174,           3.302,    685.3,        -16.5
 4946,   9208.2,       181,     174,           3.326,    684.7,        -16.5
 4947,   9211.6,       181,     174,           3.446,    684.1,          -17
 4948,   9214.5,       181,     172,           3.378,    683.6,        -17.2
 4949,   9217.5,       181,     172,           3.134,    683.1,          -17
 4950,     9221,       182,     172,           3.286,    682.5,        -17.2
 4951,   9224.5,       182,     172,           3.262,    681.9,        -16.7
 4952,   9228.5,       182,     172,           3.388,    681.2,        -16.9
 4953,   9233.1,       182,     172,           3.716,    680.5,          -17
 4954,   9238.1,       182,     172,           4.128,    679.6,        -17.1
 4955,   9242.1,       182,     174,           4.236,    678.9,        -17.5
 4956,   9245.5,       182,     174,             4.2,    678.3,        -17.6
 4957,   9249.7,       182,     174,            4.23,    677.6,        -17.8
 4958,   9253.5,       182,     174,           4.076,    676.9,        -18.5
 4959,   9258.4,       183,     172,           4.052,      676,        -18.4
 4960,   9262.2,       183,     172,           4.016,    675.2,        -18.6
 4961,     9267,       182,     172,           4.306,    674.4,        -19.2
 4962,   9271.8,       182,     172,           4.422,    673.5,        -18.4
 4963,   9276.6,       181,     172,            4.62,    672.5,        -19.6
 4964,   9280.1,       181,     172,           4.348,    671.9,        -19.5
 4965,   9282.8,       181,     174,           4.126,    671.3,          -19
 4966,   9285.1,       181,     174,           3.616,    670.9,        -19.8
 4967,   9288.2,       181,     174,           3.278,    670.3,        -18.9
 4968,   9291.3,       181,     172,           2.936,    669.7,        -19.9
 4969,   9294.5,       182,     172,           2.864,    669.1,        -20.5
 4970,   9298.2,       182,     172,           3.062,    668.3,        -21.9
 4971,   9300.9,       182,     172,           3.152,    667.7,        -22.9
 4972,   9304.5,       182,     174,           3.276,    666.8,        -22.9
 4973,     9308,       182,     174,           3.344,      666,        -23.1
 4974,   9311.7,       182,     178,           3.448,    665.2,        -22.6
 4975,   9315.2,       182,     180,           3.404,    664.4,        -22.9
 4976,   9319.1,       182,     180,            3.65,    663.5,          -23
 4977,   9322.8,       182,     180,           3.654,    662.6,        -22.9
 4978,     9326,       182,     180,            3.61,    661.9,        -22.8
